Transaction_ID;Date;Customer_Name;Product;Total_Items;Total_Cost;Payment_Method;City;Store_Type;Discount_Applied;Customer_Category;Season;Promotion
1000003213;15.12.2022 17:41;Joel Robinson;['Broom'];1;87.11;Mobile Payment;Houston;Convenience Store;False;Student;Spring;BOGO (Buy One Get One)
1000003214;03.09.2023 10:32;Robin Brown MD;['Toothbrush', 'Ice Cream'];1;98.22;Debit Card;New York;Warehouse Club;True;Middle-Aged;Spring;None
1000003215;09.10.2023 22:19;Holly Johnson;['Plant Fertilizer', 'Dish Soap', 'Yogurt', 'Light Bulbs'];4;82.15;Debit Card;Chicago;Warehouse Club;True;Homemaker;Spring;Discount on Selected Items
1000003216;16.07.2020 18:50;Juan Wallace;['Mustard'];3;75.05;Cash;New York;Pharmacy;True;Teenager;Fall;None
1000003217;07.03.2023 22:51;Matthew Hansen;['Potatoes', 'Trash Bags'];4;98.71;Cash;Boston;Specialty Store;False;Homemaker;Winter;BOGO (Buy One Get One)
1000003218;27.01.2021 11:41;Deborah Diaz;['Feminine Hygiene Products'];4;88.9;Credit Card;Seattle;Department Store;True;Young Adult;Winter;BOGO (Buy One Get One)
1000003219;31.07.2022 3:20;Howard Ryan;['Water', 'Onions', 'Yogurt', 'Beef', 'Shampoo'];8;99.2;Mobile Payment;Atlanta;Convenience Store;False;Senior Citizen;Summer;BOGO (Buy One Get One)
1000003220;03.10.2021 0:41;Laurie Savage;['Light Bulbs', 'Bread', 'Laundry Detergent', 'Paper Towels', 'Cleaning Spray'];8;45.4;Mobile Payment;Boston;Supermarket;False;Senior Citizen;Spring;Discount on Selected Items
1000003221;14.07.2023 2:38;Donna Cook;['Soap', 'Air Freshener', 'Shampoo', 'Eggs', 'Yogurt'];6;32.31;Cash;Chicago;Pharmacy;True;Senior Citizen;Summer;None
1000003222;20.04.2021 23:04;Kimberly White;['Toothbrush', 'Honey', 'Potatoes', 'Ice Cream', 'Peanut Butter'];6;20.85;Debit Card;Los Angeles;Specialty Store;True;Teenager;Summer;Discount on Selected Items
1000003223;09.11.2023 9:52;Kevin Henson;['Banana', 'Jam'];4;39.23;Credit Card;New York;Specialty Store;False;Teenager;Winter;BOGO (Buy One Get One)
1000003224;28.05.2023 2:09;Jeremy Valentine;['Hair Gel'];5;68.1;Debit Card;Los Angeles;Warehouse Club;True;Student;Winter;Discount on Selected Items
1000003225;12.05.2024 15:23;Todd Brown;['Light Bulbs', 'Dish Soap', 'Water', 'Pancake Mix'];1;47.62;Credit Card;Seattle;Supermarket;True;Middle-Aged;Winter;Discount on Selected Items
1000003226;08.07.2021 2:24;Robert Aguilar;['Pancake Mix', 'Water'];2;17.май;Cash;Boston;Supermarket;False;Middle-Aged;Spring;None
1000003227;01.08.2022 11:04;Michael Ford;['Broom'];6;27.98;Cash;Miami;Supermarket;False;Homemaker;Spring;None
1000003228;24.06.2020 12:55;Jose Hernandez;['Plant Fertilizer', 'Potatoes', 'Tissues', 'Razors', 'Water'];9;47.56;Debit Card;Seattle;Department Store;False;Student;Spring;None
1000003229;03.05.2021 19:06;Joanne Moore;['Beef'];5;дек.34;Credit Card;Los Angeles;Specialty Store;False;Student;Fall;Discount on Selected Items
1000003230;31.08.2020 0:19;Natalie Nguyen;['Pasta', 'Cereal Bars', 'Syrup', 'Tomatoes', 'Dustpan'];2;74.23;Mobile Payment;Los Angeles;Pharmacy;False;Professional;Winter;BOGO (Buy One Get One)
1000003231;10.02.2023 9:25;Marvin Williams;['Soap', 'Shower Gel'];1;75.67;Mobile Payment;Dallas;Convenience Store;False;Teenager;Winter;Discount on Selected Items
1000003232;06.06.2021 17:46;Carolyn Reed;['Lawn Mower', 'Beef', 'Mustard', 'Dish Soap', 'BBQ Sauce'];4;26.52;Debit Card;Los Angeles;Specialty Store;True;Young Adult;Fall;Discount on Selected Items
1000003233;08.02.2024 23:32;James Smith;['Toothpaste', 'Olive Oil', 'Trash Cans', 'Spinach'];6;62.71;Cash;New York;Pharmacy;True;Young Adult;Spring;Discount on Selected Items
1000003234;20.03.2023 10:58;Omar Roberts;['Mop', 'Deodorant'];9;17.37;Credit Card;Houston;Department Store;True;Middle-Aged;Spring;Discount on Selected Items
1000003235;10.01.2021 8:35;Kim Rocha;['Lawn Mower', 'Coffee', 'Soda'];1;93.4;Credit Card;San Francisco;Pharmacy;True;Senior Citizen;Spring;Discount on Selected Items
1000003236;09.05.2024 23:45;Monica Scott;['Feminine Hygiene Products', 'Spinach', 'Trash Cans', 'Water', 'Water'];5;32.31;Cash;Atlanta;Specialty Store;True;Senior Citizen;Winter;Discount on Selected Items
1000003237;21.12.2020 2:34;Phyllis Murray;['Pasta', 'Extension Cords', 'Cereal Bars', 'Tissues', 'Mustard'];8;73.6;Cash;San Francisco;Department Store;True;Retiree;Winter;BOGO (Buy One Get One)
1000003238;01.01.2024 17:05;Stephanie Green;['Tuna'];6;46.64;Credit Card;Dallas;Convenience Store;False;Student;Summer;BOGO (Buy One Get One)
1000003239;01.03.2021 9:47;Michael Campbell;['Ketchup', 'Orange', 'Bath Towels', 'Jam', 'Trash Cans'];5;20.68;Cash;Dallas;Warehouse Club;False;Retiree;Summer;None
1000003240;16.12.2022 18:36;Jacob Munoz;['Toothpaste', 'Cleaning Rags'];4;66.89;Cash;Miami;Warehouse Club;False;Homemaker;Winter;BOGO (Buy One Get One)
1000003241;14.09.2023 22:32;Nicholas Jones;['Tea', 'Shower Gel'];5;62.9;Debit Card;Dallas;Pharmacy;False;Middle-Aged;Summer;BOGO (Buy One Get One)
1000003242;09.02.2022 4:15;Eileen Mills;['Toothpaste', 'Tea', 'Banana'];6;43.24;Cash;Miami;Pharmacy;False;Senior Citizen;Summer;None
1000003243;10.12.2023 8:13;Justin Ho;['Potatoes', 'Butter', 'Hair Gel', 'Spinach'];3;48.32;Mobile Payment;Los Angeles;Specialty Store;True;Senior Citizen;Spring;None
1000003244;08.03.2023 12:19;Edgar Cisneros;['Razors', 'Mop'];10;22.51;Debit Card;Dallas;Specialty Store;False;Student;Fall;Discount on Selected Items
1000003245;17.08.2023 4:06;Adam Olson;['Broom', 'Apple', 'Milk'];8;64.31;Credit Card;San Francisco;Pharmacy;False;Professional;Winter;None
1000003246;29.11.2021 17:47;Taylor Moore;['Chicken', 'Cleaning Rags'];9;70.31;Mobile Payment;Los Angeles;Convenience Store;False;Middle-Aged;Winter;None
1000003247;30.04.2023 1:34;Brett Hicks;['Hand Sanitizer'];6;авг.61;Mobile Payment;Atlanta;Specialty Store;True;Teenager;Summer;None
1000003248;29.07.2020 23:18;Dr. Melissa Smith;['Baby Wipes'];9;05.май;Credit Card;Seattle;Department Store;False;Middle-Aged;Summer;Discount on Selected Items
1000003249;04.06.2022 23:54;Brandon Cole;['Ironing Board', 'Trash Cans', 'Mustard'];6;66.5;Debit Card;Miami;Convenience Store;False;Student;Fall;BOGO (Buy One Get One)
1000003250;08.03.2024 7:33;Christopher Smith;['Broom', 'Toothpaste', 'Canned Soup', 'Air Freshener'];1;58.43;Debit Card;Miami;Warehouse Club;False;Teenager;Fall;BOGO (Buy One Get One)
1000003251;12.01.2022 12:08;Tara Roberts;['Shampoo', 'Ironing Board', 'Toothpaste'];3;33.58;Mobile Payment;Dallas;Supermarket;False;Senior Citizen;Fall;BOGO (Buy One Get One)
1000003252;30.11.2021 20:59;Brian Brown;['Honey', 'Soda', 'Rice', 'Laundry Detergent'];7;90.99;Cash;Seattle;Specialty Store;True;Young Adult;Spring;Discount on Selected Items
1000003253;31.05.2022 18:39;Kayla Stephens;['Toilet Paper', 'Carrots', 'Tea', 'Tomatoes', 'Rice'];1;36.2;Debit Card;Seattle;Specialty Store;False;Professional;Summer;BOGO (Buy One Get One)
1000003254;29.01.2022 16:46;Stephanie Burton;['Shower Gel'];6;76.71;Cash;Houston;Supermarket;True;Teenager;Winter;BOGO (Buy One Get One)
1000003255;06.01.2023 4:48;Emma Ellison;['Extension Cords', 'Butter', 'Feminine Hygiene Products', 'Toothbrush', 'Sponges'];7;59.79;Credit Card;Dallas;Department Store;False;Retiree;Summer;BOGO (Buy One Get One)
1000003256;02.11.2021 4:24;Susan Hernandez;['Ketchup', 'Chicken', 'Toothpaste', 'Soda', 'Toothpaste'];7;97.95;Mobile Payment;Atlanta;Convenience Store;True;Professional;Fall;BOGO (Buy One Get One)
1000003257;16.12.2023 3:56;Gregory Mills;['Honey', 'Mustard', 'Iron'];3;72.07;Credit Card;Dallas;Pharmacy;True;Senior Citizen;Spring;Discount on Selected Items
1000003258;15.06.2023 4:51;Sean Montes;['Orange', 'Cleaning Spray'];3;80.56;Cash;Chicago;Convenience Store;True;Retiree;Winter;Discount on Selected Items
1000003259;14.06.2020 10:31;Sarah Haynes;['Cleaning Spray', 'Bath Towels', 'Cheese'];5;41.71;Debit Card;Houston;Supermarket;False;Homemaker;Summer;Discount on Selected Items
1000003260;11.04.2020 19:08;Marc Ellis;['Diapers', 'Paper Towels', 'Orange', 'Pickles'];2;96.59;Debit Card;Dallas;Warehouse Club;False;Middle-Aged;Fall;BOGO (Buy One Get One)
1000003261;04.12.2020 20:34;Jennifer Brown;['Cereal Bars', 'Carrots'];1;85.59;Cash;Dallas;Warehouse Club;True;Middle-Aged;Spring;Discount on Selected Items
1000003262;01.05.2020 1:29;Jennifer Moran;['Canned Soup'];3;24.37;Cash;San Francisco;Pharmacy;False;Young Adult;Winter;Discount on Selected Items
1000003263;04.06.2022 9:15;Jimmy Montgomery;['Diapers'];2;64.79;Mobile Payment;New York;Specialty Store;True;Senior Citizen;Spring;None
1000003264;17.08.2020 5:03;Charles Rosario;['Power Strips', 'Apple', 'Hair Gel', 'Extension Cords', 'Salmon'];5;58.97;Credit Card;Houston;Supermarket;True;Homemaker;Summer;Discount on Selected Items
1000003265;18.01.2022 2:42;Richard Powell;['Tuna', 'Olive Oil', 'Broom'];8;91.99;Mobile Payment;Chicago;Specialty Store;True;Teenager;Fall;BOGO (Buy One Get One)
1000003266;05.09.2023 5:31;Thomas James;['Pasta', 'Plant Fertilizer'];4;09.янв;Credit Card;Los Angeles;Convenience Store;True;Teenager;Fall;BOGO (Buy One Get One)
1000003267;13.02.2023 16:49;David Conner;['Dish Soap', 'Laundry Detergent', 'Paper Towels', 'Soap', 'Laundry Detergent'];7;38.87;Debit Card;San Francisco;Department Store;False;Young Adult;Summer;Discount on Selected Items
1000003268;11.10.2023 5:41;Pamela Harris;['Hair Gel', 'Orange', 'Bread'];9;92.87;Cash;Boston;Warehouse Club;True;Middle-Aged;Fall;Discount on Selected Items
1000003269;14.05.2020 15:48;Erin Myers;['Hair Gel'];6;32.18;Credit Card;Boston;Supermarket;False;Homemaker;Fall;Discount on Selected Items
1000003270;22.02.2024 4:20;Mr. Steven Buck;['Cleaning Spray'];9;76.5;Credit Card;New York;Department Store;True;Senior Citizen;Summer;Discount on Selected Items
1000003271;11.12.2023 3:01;Dawn Chavez;['Light Bulbs'];6;40.33;Credit Card;Seattle;Department Store;False;Middle-Aged;Winter;Discount on Selected Items
1000003272;29.02.2024 17:04;Kevin Johnson;['Pasta', 'Vacuum Cleaner', 'Butter'];6;20.июн;Cash;Miami;Supermarket;False;Young Adult;Spring;Discount on Selected Items
1000003273;06.04.2024 9:16;Lisa Garcia;['Vinegar', 'Spinach', 'Coffee', 'Plant Fertilizer'];7;75.35;Cash;Dallas;Pharmacy;False;Homemaker;Winter;BOGO (Buy One Get One)
1000003274;09.04.2020 7:50;Emily Wilson;['Yogurt', 'Carrots', 'Cereal'];9;10.янв;Debit Card;Boston;Specialty Store;True;Retiree;Summer;None
1000003275;29.07.2022 9:33;Kyle Hayes;['Hair Gel', 'Cheese'];3;48.81;Debit Card;Seattle;Pharmacy;False;Teenager;Spring;BOGO (Buy One Get One)
1000003276;22.04.2020 9:46;Barbara Murray;['Toothbrush'];3;33.75;Cash;Houston;Convenience Store;True;Student;Fall;BOGO (Buy One Get One)
1000003277;14.10.2021 13:54;Nicholas Miller;['Ironing Board', 'Vinegar', 'Mop', 'Pancake Mix', 'Peanut Butter'];5;49.24;Cash;Miami;Convenience Store;False;Senior Citizen;Winter;None
1000003278;17.03.2021 11:56;Jordan Rogers;['Shower Gel', 'BBQ Sauce', 'Paper Towels', 'Milk'];5;62.59;Credit Card;Los Angeles;Department Store;False;Young Adult;Winter;BOGO (Buy One Get One)
1000003279;28.12.2023 14:30;Alicia Lopez;['Toothpaste', 'Cheese', 'Tissues', 'Water', 'Coffee'];4;76.61;Cash;New York;Pharmacy;True;Middle-Aged;Spring;None
1000003280;29.05.2020 9:44;Mrs. Kristen Wells;['Hair Gel', 'Chicken', 'Lawn Mower', 'Laundry Detergent', 'Beef'];6;88.58;Credit Card;Houston;Convenience Store;False;Professional;Winter;None
1000003281;22.06.2022 0:19;Rachel Aguilar;['Chips', 'Extension Cords', 'Water'];8;66.42;Credit Card;Chicago;Supermarket;False;Middle-Aged;Spring;Discount on Selected Items
1000003282;31.05.2020 3:52;Jordan Robinson;['Ketchup'];9;32.37;Debit Card;Atlanta;Specialty Store;True;Professional;Summer;None
1000003283;11.08.2023 13:07;Denise Chapman;['Toothpaste', 'Ice Cream', 'Orange'];8;21.91;Credit Card;San Francisco;Department Store;True;Teenager;Spring;Discount on Selected Items
1000003284;17.07.2023 5:03;Holly Carpenter;['Milk', 'Tuna', 'Rice', 'Cereal Bars', 'Toothpaste'];7;51.63;Credit Card;Seattle;Department Store;False;Student;Summer;Discount on Selected Items
1000003285;06.10.2020 7:37;Jessica Willis;['Plant Fertilizer', 'Vacuum Cleaner', 'Feminine Hygiene Products', 'Honey'];6;57.7;Credit Card;Boston;Supermarket;True;Professional;Winter;Discount on Selected Items
1000003286;17.02.2023 16:32;Lori Johnson;['Mustard', 'Ice Cream'];3;16.87;Credit Card;New York;Convenience Store;False;Student;Fall;Discount on Selected Items
1000003287;28.03.2023 0:14;Jeffrey Arnold;['Water'];3;окт.95;Mobile Payment;Miami;Warehouse Club;False;Homemaker;Spring;BOGO (Buy One Get One)
1000003288;14.03.2021 14:30;Christopher Gilbert;['Dish Soap', 'Vacuum Cleaner', 'Garden Hose', 'Yogurt', 'Bath Towels'];2;16.88;Mobile Payment;Seattle;Warehouse Club;True;Student;Summer;BOGO (Buy One Get One)
1000003289;31.07.2022 6:20;Jennifer Rowe;['Ketchup', 'Hair Gel', 'Soap'];1;34.61;Debit Card;Atlanta;Specialty Store;False;Retiree;Summer;None
1000003290;27.04.2020 5:08;Victoria Ruiz;['Mustard'];7;19.66;Cash;San Francisco;Specialty Store;False;Retiree;Spring;None
1000003291;13.08.2020 9:38;Brian Cummings;['Milk', 'Cheese', 'Pickles', 'Trash Bags', 'Light Bulbs'];8;57.21;Cash;Houston;Specialty Store;True;Retiree;Spring;Discount on Selected Items
1000003292;19.01.2024 5:08;Amy Schneider;['Peanut Butter', 'Peanut Butter', 'Baby Wipes', 'Baby Wipes', 'Syrup'];4;79.91;Debit Card;Dallas;Department Store;False;Retiree;Winter;BOGO (Buy One Get One)
1000003293;02.09.2020 11:15;Eric Clark;['Water', 'Extension Cords', 'Shrimp'];2;83.5;Cash;Seattle;Supermarket;False;Senior Citizen;Winter;None
1000003294;26.08.2021 13:43;Eric Rivera;['Tissues', 'Peanut Butter', 'Peanut Butter', 'Vinegar', 'Feminine Hygiene Products'];5;79.89;Mobile Payment;Seattle;Convenience Store;False;Professional;Winter;Discount on Selected Items
1000003295;09.07.2020 20:29;Jonathan Holland;['Iron', 'Vacuum Cleaner', 'Dustpan', 'Carrots', 'Onions'];5;81.4;Cash;Houston;Convenience Store;False;Teenager;Winter;BOGO (Buy One Get One)
1000003296;29.02.2020 17:01;Kelsey Hartman;['Toothpaste', 'Toothbrush', 'Toothpaste', 'Pasta', 'Trash Cans'];1;59.27;Cash;Dallas;Specialty Store;False;Retiree;Winter;BOGO (Buy One Get One)
1000003297;16.07.2020 11:55;Corey Blevins;['Dish Soap', 'Pancake Mix', 'Garden Hose'];9;35.62;Cash;Chicago;Warehouse Club;True;Young Adult;Summer;Discount on Selected Items
1000003298;30.07.2021 11:50;Derrick Fernandez;['Bath Towels', 'Vinegar'];10;10.авг;Cash;Seattle;Specialty Store;True;Senior Citizen;Winter;BOGO (Buy One Get One)
1000003299;07.09.2022 17:34;Edward Green;['Vacuum Cleaner', 'Cereal Bars'];8;88.25;Credit Card;Atlanta;Warehouse Club;True;Senior Citizen;Winter;Discount on Selected Items
1000003300;21.01.2020 18:42;Alicia Rodriguez;['Diapers', 'Toothpaste'];5;39.15;Mobile Payment;Los Angeles;Specialty Store;False;Senior Citizen;Spring;None
1000003301;04.04.2023 4:45;Christopher Kline;['Cleaning Rags'];4;80.7;Mobile Payment;Seattle;Supermarket;False;Senior Citizen;Spring;Discount on Selected Items
1000003302;10.03.2021 2:15;Curtis Blake;['Broom', 'Mop', 'Shrimp'];9;62.99;Debit Card;Houston;Specialty Store;True;Senior Citizen;Spring;BOGO (Buy One Get One)
1000003303;19.05.2023 2:00;Teresa Freeman;['Tomatoes', 'Plant Fertilizer', 'Carrots', 'Cleaning Spray', 'Shower Gel'];4;54.44;Mobile Payment;New York;Department Store;False;Retiree;Winter;Discount on Selected Items
1000003304;02.04.2021 10:48;John Clayton;['Beef', 'Cleaning Rags', 'Chips', 'Trash Cans', 'Sponges'];1;40.61;Cash;Atlanta;Department Store;True;Professional;Winter;BOGO (Buy One Get One)
1000003305;15.02.2024 8:09;Kelly York;['Bread', 'Vinegar', 'Honey'];8;89.34;Debit Card;Dallas;Supermarket;False;Young Adult;Spring;Discount on Selected Items
1000003306;21.09.2022 13:34;Daniel Gillespie;['Salmon'];1;59.64;Credit Card;San Francisco;Warehouse Club;True;Professional;Summer;Discount on Selected Items
1000003307;21.02.2024 1:18;Andrea Pratt;['Tea', 'Peanut Butter', 'Insect Repellent', 'Water', 'Pancake Mix'];5;84.96;Mobile Payment;Chicago;Supermarket;True;Middle-Aged;Spring;None
1000003308;21.07.2021 15:37;John Hoffman;['Potatoes', 'Salmon'];7;28.мар;Mobile Payment;San Francisco;Specialty Store;True;Teenager;Summer;Discount on Selected Items
1000003309;17.11.2020 17:51;Valerie Thomas;['Yogurt', 'Toothpaste', 'Ironing Board'];3;окт.26;Credit Card;Seattle;Convenience Store;False;Retiree;Fall;Discount on Selected Items
1000003310;20.12.2020 16:54;Jacob Morgan;['Mustard', 'Dish Soap', 'Extension Cords'];1;65.85;Cash;New York;Specialty Store;False;Young Adult;Winter;BOGO (Buy One Get One)
1000003311;15.09.2022 6:39;Robert Thomas;['Carrots', 'Banana', 'Sponges', 'Air Freshener'];2;81.23;Credit Card;New York;Supermarket;True;Senior Citizen;Summer;Discount on Selected Items
1000003312;21.07.2023 10:47;James Cameron;['Ketchup', 'Shampoo', 'BBQ Sauce', 'Mop', 'Beef'];8;18.72;Cash;Miami;Pharmacy;True;Student;Spring;Discount on Selected Items
1000003313;28.07.2020 12:42;Samantha Davis;['Toothpaste'];4;20.84;Debit Card;Houston;Specialty Store;True;Senior Citizen;Winter;BOGO (Buy One Get One)
1000003314;08.03.2022 19:45;Chelsea Smith;['Apple', 'Chips', 'Pasta', 'Soda'];8;93.49;Credit Card;Los Angeles;Pharmacy;False;Middle-Aged;Summer;None
1000003315;13.03.2022 9:21;Taylor Thompson;['Salmon', 'Toothpaste', 'Syrup', 'Toothbrush', 'Eggs'];7;82.43;Mobile Payment;Dallas;Supermarket;False;Senior Citizen;Spring;Discount on Selected Items
1000003316;24.12.2023 7:59;Dennis Wilkerson;['Mayonnaise', 'Paper Towels', 'Cheese'];1;74.59;Debit Card;San Francisco;Pharmacy;False;Young Adult;Fall;None
1000003317;29.06.2020 7:53;Robert Moreno;['Tuna', 'Peanut Butter', 'Chips', 'Pickles', 'Cereal'];10;68.22;Cash;San Francisco;Specialty Store;True;Senior Citizen;Spring;None
1000003318;22.01.2024 13:24;Gregory Mccoy;['Air Freshener'];2;май.45;Debit Card;Los Angeles;Department Store;True;Senior Citizen;Fall;Discount on Selected Items
1000003319;20.11.2021 13:38;Elaine Munoz;['Trash Cans', 'Plant Fertilizer'];9;35.01;Mobile Payment;Houston;Supermarket;True;Teenager;Spring;BOGO (Buy One Get One)
1000003320;02.08.2021 6:40;Brandon Wagner;['Hair Gel', 'Broom', 'Spinach', 'Tea', 'Peanut Butter'];2;81.6;Cash;Los Angeles;Warehouse Club;False;Retiree;Winter;BOGO (Buy One Get One)
1000003321;02.07.2023 11:47;Anthony Ramirez;['Shower Gel', 'Insect Repellent', 'Cleaning Spray'];4;21.97;Mobile Payment;Miami;Warehouse Club;False;Senior Citizen;Winter;Discount on Selected Items
1000003322;19.02.2023 23:07;Nicholas Barnes;['Mop', 'Carrots', 'Hand Sanitizer'];1;70.0;Debit Card;Boston;Specialty Store;True;Student;Spring;BOGO (Buy One Get One)
1000003323;03.06.2021 19:42;David Cook;['Dustpan', 'Garden Hose', 'Hair Gel', 'Pancake Mix', 'Shaving Cream'];7;94.52;Mobile Payment;Dallas;Supermarket;True;Homemaker;Summer;None
1000003324;04.01.2021 5:21;Austin Castro;['Cereal Bars', 'Onions', 'Spinach'];3;98.07;Cash;San Francisco;Department Store;True;Young Adult;Fall;BOGO (Buy One Get One)
1000003325;13.04.2023 7:48;Scott Klein;['Vinegar'];4;92.58;Credit Card;Atlanta;Supermarket;False;Student;Spring;Discount on Selected Items
1000003326;07.05.2021 22:43;David Long;['Soap'];6;авг.74;Credit Card;Atlanta;Pharmacy;False;Retiree;Summer;Discount on Selected Items
1000003327;17.06.2023 3:03;Donna Fields;['Tomatoes'];9;78.2;Cash;Los Angeles;Department Store;True;Student;Fall;Discount on Selected Items
1000003328;11.07.2023 15:56;Emily Buckley;['Ice Cream', 'Shower Gel', 'Yogurt', 'Laundry Detergent'];5;34.1;Debit Card;Atlanta;Department Store;True;Homemaker;Spring;BOGO (Buy One Get One)
1000003329;07.01.2020 10:44;Terri Robertson;['Salmon', 'Ice Cream', 'Pasta', 'Chicken', 'Shrimp'];7;65.49;Mobile Payment;Boston;Convenience Store;False;Retiree;Winter;None
1000003330;03.04.2024 18:02;Patrick Ibarra;['Sponges', 'Hand Sanitizer', 'Dustpan', 'Chips'];10;15.91;Debit Card;Los Angeles;Warehouse Club;False;Retiree;Summer;None
1000003331;01.08.2020 8:46;Natasha Thompson;['Shampoo', 'Salmon'];10;91.54;Credit Card;Los Angeles;Pharmacy;True;Senior Citizen;Summer;Discount on Selected Items
1000003332;17.04.2024 4:58;Nathan Stein;['Garden Hose', 'Shower Gel', 'Garden Hose', 'Hair Gel', 'Cleaning Spray'];1;23.23;Credit Card;Houston;Department Store;True;Student;Spring;Discount on Selected Items
1000003333;21.08.2021 7:00;Kelly Flores;['Ketchup', 'Banana', 'Onions'];4;12.дек;Mobile Payment;Dallas;Convenience Store;False;Student;Spring;None
1000003334;13.07.2023 15:25;Edward Johnson;['Insect Repellent', 'Shrimp', 'Feminine Hygiene Products'];4;16.43;Mobile Payment;Boston;Specialty Store;True;Professional;Winter;Discount on Selected Items
1000003335;31.12.2022 9:04;Stephanie Duran;['Coffee', 'Hand Sanitizer'];3;85.08;Credit Card;Boston;Warehouse Club;False;Retiree;Summer;None
1000003336;26.09.2020 15:28;Jerry Patton;['BBQ Sauce'];6;53.62;Cash;Seattle;Department Store;False;Student;Summer;BOGO (Buy One Get One)
1000003337;30.01.2022 9:35;Donna Hall;['Tissues', 'Pickles', 'Cleaning Rags', 'Tomatoes'];1;59.33;Credit Card;Boston;Warehouse Club;False;Teenager;Summer;Discount on Selected Items
1000003338;03.07.2022 19:08;Jessica Garcia;['Toothpaste', 'Toothpaste', 'Power Strips', 'Coffee'];1;92.42;Credit Card;Boston;Department Store;True;Young Adult;Fall;None
1000003339;21.03.2020 11:05;Jessica Anderson;['Pancake Mix', 'BBQ Sauce', 'Toilet Paper'];10;62.81;Debit Card;Houston;Pharmacy;True;Senior Citizen;Summer;None
1000003340;18.10.2023 6:32;Zachary Brock;['Ironing Board'];2;94.57;Debit Card;Atlanta;Warehouse Club;False;Senior Citizen;Winter;Discount on Selected Items
1000003341;15.05.2020 1:54;Denise Hooper;['Onions', 'Jam', 'Coffee', 'Butter', 'Mustard'];6;29.94;Debit Card;New York;Department Store;False;Student;Spring;BOGO (Buy One Get One)
1000003342;13.12.2021 19:22;Cheryl Chang;['Lawn Mower', 'Air Freshener'];1;32.55;Mobile Payment;Seattle;Department Store;True;Young Adult;Spring;BOGO (Buy One Get One)
1000003343;02.05.2023 10:15;Kelly Campbell;['Soap'];10;38.54;Mobile Payment;San Francisco;Supermarket;True;Retiree;Summer;BOGO (Buy One Get One)
1000003344;23.05.2020 6:41;Kathleen Williams;['Paper Towels', 'Beef', 'Cleaning Rags', 'Olive Oil'];5;98.24;Cash;San Francisco;Department Store;True;Retiree;Summer;Discount on Selected Items
1000003345;19.09.2022 3:12;Stephanie Craig;['Laundry Detergent'];7;65.45;Mobile Payment;Boston;Supermarket;False;Student;Fall;None
1000003346;15.08.2022 21:45;Catherine Lawson;['Ketchup', 'Pasta', 'Water', 'Cleaning Rags'];1;74.52;Credit Card;Chicago;Supermarket;False;Teenager;Winter;Discount on Selected Items
1000003347;23.06.2020 14:57;Stephanie Williams;['Vacuum Cleaner', 'Broom', 'Lawn Mower', 'Pasta', 'Shrimp'];6;59.14;Cash;Los Angeles;Convenience Store;True;Homemaker;Spring;Discount on Selected Items
1000003348;08.12.2023 14:26;Daniel Singh;['Butter', 'Butter', 'Pancake Mix', 'Mustard', 'Bath Towels'];6;май.58;Debit Card;Seattle;Department Store;True;Retiree;Summer;BOGO (Buy One Get One)
1000003349;13.05.2020 16:07;Randall Turner;['Apple', 'Garden Hose', 'Hand Sanitizer', 'Insect Repellent', 'Sponges'];1;54.99;Debit Card;Chicago;Supermarket;True;Teenager;Winter;BOGO (Buy One Get One)
1000003350;12.01.2023 22:00;Taylor Baldwin;['Extension Cords', 'Pasta', 'Hair Gel', 'Plant Fertilizer', 'Onions'];6;73.51;Mobile Payment;San Francisco;Warehouse Club;False;Senior Citizen;Spring;Discount on Selected Items
1000003351;06.03.2024 5:13;Amanda Becker;['Garden Hose', 'Peanut Butter'];8;96.92;Credit Card;New York;Specialty Store;False;Professional;Spring;BOGO (Buy One Get One)
1000003352;16.11.2020 9:31;Michael Perry;['Tea'];2;47.47;Debit Card;Boston;Specialty Store;False;Young Adult;Summer;Discount on Selected Items
1000003353;19.08.2023 16:41;Sandra Murray;['Toothbrush', 'Vacuum Cleaner', 'Toothpaste', 'Cleaning Spray', 'Shower Gel'];10;68.47;Mobile Payment;New York;Specialty Store;True;Middle-Aged;Winter;None
1000003354;10.01.2024 21:24;Jack Sandoval;['Broom', 'Coffee'];4;44.55;Mobile Payment;Chicago;Specialty Store;True;Student;Summer;Discount on Selected Items
1000003355;17.01.2024 5:01;Teresa Rodriguez;['Dishware', 'Orange', 'Trash Cans', 'Iron'];2;44.42;Cash;Dallas;Supermarket;False;Professional;Winter;Discount on Selected Items
1000003356;03.06.2021 3:47;Phyllis Jackson;['Feminine Hygiene Products', 'Sponges', 'Syrup', 'Trash Cans'];10;68.24;Debit Card;New York;Supermarket;True;Homemaker;Winter;None
1000003357;09.05.2022 3:36;Mariah Hester;['Beef'];9;99.48;Cash;San Francisco;Specialty Store;True;Young Adult;Fall;BOGO (Buy One Get One)
1000003358;29.12.2021 18:44;William Smith;['Milk', 'Spinach', 'Plant Fertilizer'];5;60.48;Debit Card;Los Angeles;Warehouse Club;True;Young Adult;Winter;None
1000003359;11.04.2022 4:29;Gina Wilson;['Onions'];7;29.93;Debit Card;Atlanta;Convenience Store;True;Student;Summer;Discount on Selected Items
